city,timestamp,temperature,precipitation,humidity
Lagos,2017-08-31,24.57547,0.012397766,91.63822
Lagos,2017-09-01,24.27298,0.042438507,91.95242
Lagos,2017-09-02,24.146759,0.0,92.06608
Lagos,2017-09-03,24.384674,0.0,91.61806
Lagos,2017-09-04,24.700958,0.009059906,90.22224
Lagos,2017-09-05,24.520416,0.0,90.536736
Lagos,2017-09-06,24.760529,0.00047683716,92.44846
Lagos,2017-09-07,25.182343,0.0834465,88.81639
Lagos,2017-09-08,24.130402,0.8864403,92.18027
Lagos,2017-09-09,25.027252,0.00047683716,91.0039
Lagos,2017-09-10,24.85379,0.0,93.35573
Lagos,2017-09-11,24.763824,0.00333786,90.032776
Lagos,2017-09-12,24.520538,1.0418892,89.54786
Lagos,2017-09-13,24.749664,0.0834465,92.16966
Lagos,2017-09-14,24.950836,0.024795532,90.478645
Lagos,2017-09-15,25.16568,0.00333786,90.3266
Lagos,2017-09-16,24.907867,0.2579689,91.5049
Lagos,2017-09-17,25.021515,0.0500679,88.94707
Lagos,2017-09-18,24.87381,0.0,90.050705
Lagos,2017-09-19,25.311432,0.047683716,90.261856
Lagos,2017-09-20,25.203033,0.039100647,90.562675
Lagos,2017-09-21,25.356354,0.0014305115,90.08579
Lagos,2017-09-22,25.449371,0.029563904,88.65145
Lagos,2017-09-23,25.476593,0.002861023,89.07326
Lagos,2017-09-24,25.4357,0.0,90.73728
Lagos,2017-09-25,25.08194,0.002861023,88.65773
Lagos,2017-09-26,25.273712,0.041007996,90.333176
Lagos,2017-09-27,24.17752,0.0,92.854
Lagos,2017-09-28,25.325592,0.0076293945,91.02244
Lagos,2017-09-29,25.76651,0.34427643,87.64402
Lagos,2017-09-30,25.454376,0.009059906,90.55297
Lagos,2017-10-01,25.736603,0.006198883,90.534195
Lagos,2017-10-02,26.246246,0.013828278,89.065895
Lagos,2017-10-03,25.18924,0.00047683716,90.37311
Lagos,2017-10-04,26.213776,0.0104904175,91.26434
Lagos,2017-10-05,25.452301,1.0108948,92.24436
Lagos,2017-10-06,25.398224,0.05054474,88.96852
Lagos,2017-10-07,26.34378,0.2770424,88.98932
Lagos,2017-10-08,24.691193,0.031471252,89.42582
Lagos,2017-10-09,25.853912,0.002861023,87.865105
Lagos,2017-10-10,26.378326,0.0,88.510284
Lagos,2017-10-11,24.964508,0.030994415,90.52462
Lagos,2017-10-12,25.703522,0.00333786,90.42818
Lagos,2017-10-13,25.559967,0.019073486,89.65318
Lagos,2017-10-14,25.94046,0.005722046,88.06174
Lagos,2017-10-15,25.623322,0.00047683716,91.65879
Lagos,2017-10-16,26.180328,0.0019073486,91.339775
Lagos,2017-10-17,26.481842,0.0,90.40821
Lagos,2017-10-18,26.797882,0.00667572,92.81311
Lagos,2017-10-19,26.280304,0.005722046,88.38641
Lagos,2017-10-20,26.55545,0.0,88.535164
Lagos,2017-10-21,26.38565,0.011920929,90.49844
Lagos,2017-10-22,26.952179,0.013828278,88.70309
Lagos,2017-10-23,26.355133,0.037670135,89.452484
Lagos,2017-10-24,27.049347,0.019073486,88.89876
Lagos,2017-10-25,26.646637,0.00333786,90.2849
Lagos,2017-10-26,26.890045,0.0014305115,88.37641
Lagos,2017-10-27,26.42398,0.0047683716,91.488144
Lagos,2017-10-28,27.010529,0.02193451,88.151985
Lagos,2017-10-29,26.67569,0.0,87.43289
Lagos,2017-10-30,27.037994,0.0,87.61119
Lagos,2017-10-31,27.473053,0.0009536743,87.85319
Lagos,2018-08-01,24.62674,0.0023841858,87.57075
Lagos,2018-08-02,24.94278,0.111579895,86.813934
Lagos,2018-08-03,24.691193,0.04339218,88.904564
Lagos,2018-08-04,24.78421,0.06914139,89.53738
Lagos,2018-08-05,24.539825,0.0014305115,88.165535
Lagos,2018-08-06,24.689484,0.0,84.161415
Lagos,2018-08-07,24.574493,0.0,85.062996
Lagos,2018-08-08,24.495636,0.0071525574,89.83803
Lagos,2018-08-09,24.876251,0.0,90.68946
Lagos,2018-08-10,24.932526,0.005722046,88.85594
Lagos,2018-08-11,24.75174,0.09918213,90.19255
Lagos,2018-08-12,25.015778,0.0,91.026596
Lagos,2018-08-13,25.083282,0.022411346,90.120544
Lagos,2018-08-14,24.283356,0.017166138,91.59658
Lagos,2018-08-15,24.489166,0.0,92.14105
Lagos,2018-08-16,24.878815,0.002861023,92.43261
Lagos,2018-08-17,25.08841,0.008583069,90.76024
Lagos,2018-08-18,25.41275,0.039577484,89.53317
Lagos,2018-08-19,24.913605,0.02336502,91.621475
Lagos,2018-08-20,25.008942,0.10585785,92.036
Lagos,2018-08-21,24.625885,2.2072792,91.2784
Lagos,2018-08-22,24.834625,0.64373016,90.95639
Lagos,2018-08-23,24.762115,0.21266937,92.32925
Lagos,2018-08-24,24.706818,0.395298,90.99659
Lagos,2018-08-25,24.633453,0.38957596,89.62398
Lagos,2018-08-26,24.764435,0.12540817,90.00856
Lagos,2018-08-27,24.723297,0.00047683716,90.429855
Lagos,2018-08-28,25.118195,0.0,91.75827
Lagos,2018-08-29,25.309113,0.12111664,89.40717
Lagos,2018-08-30,25.432953,0.009536743,89.302986
Lagos,2018-08-31,24.97232,0.2040863,90.64857
Lagos,2018-09-01,25.251007,0.40483475,88.95027
Lagos,2018-09-02,25.084625,0.1373291,90.687904
Lagos,2018-09-03,25.105377,0.014781952,90.3729
Lagos,2018-09-04,25.608063,0.030517578,88.27644
Lagos,2018-09-05,25.605377,0.0371933,89.22845
Lagos,2018-09-06,25.237701,0.07915497,90.01036
Lagos,2018-09-07,24.710358,0.6546974,91.417465
Lagos,2018-09-08,24.608673,0.40864944,92.7001
Lagos,2018-09-09,24.438873,1.5287399,91.90048
Lagos,2018-09-10,25.094025,0.03862381,90.86682
Lagos,2018-09-11,24.712189,0.32281876,93.687965
Lagos,2018-09-12,24.427887,0.4181862,92.319214
Lagos,2018-09-13,25.588287,0.07915497,89.71849
Lagos,2018-09-14,25.532501,0.04196167,88.05729
Lagos,2018-09-15,25.51883,0.07247925,89.15027
Lagos,2018-09-16,25.89151,0.026226044,86.41481
Lagos,2018-09-17,25.683136,0.00333786,87.45245
Lagos,2018-09-18,26.09085,0.0,87.66037
Lagos,2018-09-19,24.354523,0.17690659,91.04742
Lagos,2018-09-20,26.345001,0.0,87.05353
Lagos,2018-09-21,25.958405,0.00333786,89.41281
Lagos,2018-09-22,25.453522,0.081539154,89.246155
Lagos,2018-09-23,25.04422,0.16927719,89.963196
Lagos,2018-09-24,24.92862,0.042915344,89.907036
Lagos,2018-09-25,25.625397,0.13637543,90.70085
Lagos,2018-09-26,25.292145,0.207901,91.30902
Lagos,2018-09-27,25.467926,0.0333786,90.62801
Lagos,2018-09-28,26.098175,0.05197525,88.19437
Lagos,2018-09-29,25.989288,0.023841858,87.14195
Lagos,2018-09-30,26.092926,0.002861023,88.9597
Lagos,2018-10-01,26.189362,0.0076293945,89.04025
Lagos,2018-10-02,25.39151,0.00667572,90.950645
Lagos,2018-10-03,26.626862,0.002861023,84.010735
Lagos,2018-10-04,26.503204,0.0076293945,88.583595
Lagos,2018-10-05,26.608185,0.0052452087,86.773865
Lagos,2018-10-06,25.54483,0.22697449,88.70358
Lagos,2018-10-07,26.30252,0.00047683716,89.6764
Lagos,2018-10-08,25.367096,0.032901764,88.434456
Lagos,2018-10-09,25.787994,0.04529953,89.882034
Lagos,2018-10-10,26.34134,0.019073486,89.16317
Lagos,2018-10-11,25.494537,0.0023841858,89.88859
Lagos,2018-10-12,25.923492,0.036239624,89.25964
Lagos,2018-10-13,25.166534,0.28038025,88.96058
Lagos,2018-10-14,26.183868,0.038146973,89.748505
Lagos,2018-10-15,26.421661,0.1335144,85.17091
Lagos,2018-10-16,26.29898,0.008106232,90.061806
Lagos,2018-10-17,25.03653,0.02193451,89.61657
Lagos,2018-10-18,26.252716,0.0076293945,88.61979
Lagos,2018-10-19,26.18924,0.0500679,89.37517
Lagos,2018-10-20,26.362823,0.0,88.33836
Lagos,2018-10-21,27.02835,0.0,89.79991
Lagos,2018-10-22,26.703033,0.02336502,88.604095
Lagos,2018-10-23,26.566315,0.020980835,89.06954
Lagos,2018-10-24,26.707428,0.027179718,88.75862
Lagos,2018-10-25,25.713654,0.3142357,87.77544
Lagos,2018-10-26,26.811676,0.002861023,85.47287
Lagos,2018-10-27,27.360504,0.0052452087,83.72451
Lagos,2018-10-28,27.325836,0.008583069,86.87403
Lagos,2018-10-29,25.127106,0.07677078,89.54946
Lagos,2018-10-30,25.409576,0.32663345,92.79596
Lagos,2018-10-31,27.567413,0.0,85.01533
Lagos,2019-08-01,25.164581,0.015735626,89.90311
Lagos,2019-08-02,24.91397,0.2193451,91.275246
Lagos,2019-08-03,25.160797,0.06580353,88.045235
Lagos,2019-08-04,24.712555,0.06771088,91.77363
Lagos,2019-08-05,24.714508,0.034332275,90.55345
Lagos,2019-08-06,25.278229,0.13923645,89.05958
Lagos,2019-08-07,24.9971,0.020503998,89.885864
Lagos,2019-08-08,25.13797,0.051498413,88.285355
Lagos,2019-08-09,24.631989,1.1758804,92.3372
Lagos,2019-08-10,24.789337,0.06437302,88.701324
Lagos,2019-08-11,24.849152,0.08392334,90.67458
Lagos,2019-08-12,24.680939,0.0,88.81795
Lagos,2019-08-13,24.96524,0.02002716,88.56049
Lagos,2019-08-14,24.71524,0.07581711,90.8255
Lagos,2019-08-15,24.83023,0.04005432,91.53916
Lagos,2019-08-16,25.342194,0.0038146973,88.69005
Lagos,2019-08-17,25.249908,0.02336502,88.09933
Lagos,2019-08-18,24.822296,0.0667572,91.04007
Lagos,2019-08-19,25.254059,0.05531311,90.26409
Lagos,2019-08-20,25.102692,0.08535385,89.931694
Lagos,2019-08-21,25.182648,0.006198883,91.30543
Lagos,2019-08-22,25.61734,0.044822693,90.26258
Lagos,2019-08-23,25.158356,0.061511993,89.96819
Lagos,2019-08-24,25.103058,0.49829483,90.8053
Lagos,2019-08-25,24.886871,0.36668777,89.90134
Lagos,2019-08-26,25.28238,0.042438507,89.8975
Lagos,2019-08-27,25.35794,0.04339218,90.10412
Lagos,2019-08-28,25.151276,0.09775162,90.01272
Lagos,2019-08-29,25.019684,0.09393692,90.11432
Lagos,2019-08-30,26.300446,0.002861023,87.809204
Lagos,2019-08-31,25.59134,0.289917,87.7686
Lagos,2019-09-01,25.56717,0.027656555,88.31555
Lagos,2019-09-02,24.745026,0.32424927,92.09376
Lagos,2019-09-03,24.944489,0.15306473,90.063095
Lagos,2019-09-04,25.232208,0.002861023,92.22066
Lagos,2019-09-05,25.425446,0.00333786,91.156235
Lagos,2019-09-06,25.695099,0.006198883,90.908356
Lagos,2019-09-07,24.387238,0.3437996,92.35508
