date,country,location,severity,id,city,timestamp,temperature,humidity,precipitation,flood_risk
2016-09-27,Nigeria,Rivers,High,1162.0,Rivers,2016-09-27,0.2517213691176261,0.91405581606905,0.0021902926408981062,1
2018-04-03,Nigeria,Rivers,Medium,,,,0.4752616713439961,0.0,0.0,1
2018-02-13,Nigeria,Rivers,Medium,,,,0.4752616713439961,0.0,0.0,1
2014-09-24,Nigeria,Lagos,Medium,55.0,Lagos,2014-09-24,0.4790691126401141,0.597854102816795,0.009286840988492435,1
2016-10-09,Nigeria,Rivers,High,1174.0,Rivers,2016-10-09,0.3726523016000689,0.7978183649378918,0.014806378245121795,1
2015-05-05,Nigeria,Lagos,Medium,,,,0.4752616713439961,0.0,0.0,1
2018-09-06,Nigeria,Lagos,High,405.0,Lagos,2018-09-06,0.5288900550562872,0.5420439900800318,0.014543543400141915,1
2016-03-28,Nigeria,Rivers,Medium,,,,0.4752616713439961,0.0,0.0,1
2022-07-26,Nigeria,Lagos,High,,,,0.4752616713439961,0.0,0.0,1
2021-08-02,Nigeria,Rivers,Medium,1566.0,Rivers,2021-08-02,0.5364914008816495,0.6357140536501378,0.0,1
2020-02-01,Nigeria,Lagos,High,,,,0.4752616713439961,0.0,0.0,1
2021-06-09,Nigeria,Lagos,Medium,,,,0.4752616713439961,0.0,0.0,1
2022-04-21,Nigeria,Lagos,Medium,,,,0.4752616713439961,0.0,0.0,1
2020-07-03,Nigeria,Rivers,Medium,,,,0.4752616713439961,0.0,0.0,1
2019-10-08,Nigeria,Rivers,High,1449.0,Rivers,2019-10-08,0.3243458977843252,0.8140325322994624,0.0004380585281796212,1
2019-12-01,Nigeria,Lagos,High,,,,0.4752616713439961,0.0,0.0,1
2022-07-19,Nigeria,Rivers,Medium,,,,0.4752616713439961,0.0,0.0,1
2020-10-05,Nigeria,Lagos,Medium,618.0,Lagos,2020-10-05,0.6178737664903204,0.4089046881599323,0.00017522340759714724,1
2022-12-29,Nigeria,Lagos,High,,,,0.4752616713439961,0.0,0.0,1
2022-07-26,Nigeria,Rivers,Medium,,,,0.4752616713439961,0.0,0.0,1
2021-03-11,Nigeria,Rivers,Medium,,,,0.4752616713439961,0.0,0.0,1
