date,country,location,severity,id,timestamp,temperature,humidity,precipitation,flood_risk,area_building_site,area_abutters,area_allotments,area_aquaculture,area_brownfield,area_cemetery,area_churchyard,area_commercial,area_construction,area_education,area_farmland,area_farmyard,area_flowerbed,area_forest,area_garages,area_grass,area_greenfield,area_greenhouse_horticulture,area_harbour,area_industrial,area_landfill,area_meadow,area_military,area_orchard,area_plant_nursery,area_quarry,area_railway,area_recreation_ground,area_religious,area_residential,area_retail,area_salt_pond,area_village_green,area_vineyard,area_yes,images_2025-06-02,avg_precipitation_7d,avg_temperature_7d,avg_humidity_7d,avg_precipitation_30d
2022-11-07,Nigeria,bayelsa,High,0.0,0,0.4752616713439961,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,796375.2915475649,2450084.7733665407,0.0,1227220.6616242568,86066.53535035341,5952.217431434638,5560263572.125234,0.0,1577821.295059032,0.0,0.0,256.83201525299484,6104369.165029451,0.0,1162569.6044260787,538070.2993804974,10007661.743422879,0.0,0.0,0.0,0.0,0.0,185772990.4665682,192794.8831266831,0.0,0.0,0.0,0.0,0.0,0.09804996646234887,24.357078431644716,93.19858156028369,0.09772248245240675
2017-04-20,Nigeria,lagos,Medium,0.0,0,0.4752616713439961,0.0,0.0,1,4192.712014352211,2554.8813138042633,3332.2890717341274,134158.47564438873,9644583.53180066,1229249.1271896383,2217.5646479465636,9645511.490416056,22109931.97150279,631.6500492783746,228296768.60751733,418618.3042611956,0.0,654946910.9435024,1422227.3750160043,2380296.2986232075,34659805.23060212,37951.14919075789,0.0,151293173.93540052,2398250.217499606,7708301.66694895,40680626.9419287,5623263.305645556,15888.579143418512,274274.89682300104,1514984.612310169,332071.1151970523,1660895.8339373483,1483988431.9156117,20497545.83680016,71896.74657708849,104986.10445352641,1262501.2505799918,3322.163574109343,1.0,0.12075272203326308,25.411227456703816,89.34042553191489,0.12035673796386094
2021-08-06,Nigeria,lagos,Medium,650.0,2021-08-06,0.6442027780604205,0.5926271672857624,0.0078850534337391,1,4192.712014352211,2554.8813138042633,3332.2890717341274,134158.47564438873,9644583.53180066,1229249.1271896383,2217.5646479465636,9645511.490416056,22109931.97150279,631.6500492783746,228296768.60751733,418618.3042611956,0.0,654946910.9435024,1422227.3750160043,2380296.2986232075,34659805.23060212,37951.14919075789,0.0,151293173.93540052,2398250.217499606,7708301.66694895,40680626.9419287,5623263.305645556,15888.579143418512,274274.89682300104,1514984.612310169,332071.1151970523,1660895.8339373483,1483988431.9156117,20497545.83680016,71896.74657708849,104986.10445352641,1262501.2505799918,3322.163574109343,1.0,0.12075272203326308,25.411227456703816,89.34042553191489,0.12035673796386094
2021-05-25,Nigeria,rivers,Medium,0.0,0,0.4752616713439961,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10401068.096641954,0.0,0.0,0.0,0.0,0.0,8628840093.912819,0.0,0.0,0.0,0.0,0.0,137251923.65312213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2751959447.27503,0.0,0.0,0.0,0.0,0.0,0.0,0.12299615941075885,24.429349607632556,93.9290780141844,0.12125009757368492
2022-03-29,Nigeria,rivers,Medium,0.0,0,0.4752616713439961,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10401068.096641954,0.0,0.0,0.0,0.0,0.0,8628840093.912819,0.0,0.0,0.0,0.0,0.0,137251923.65312213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2751959447.27503,0.0,0.0,0.0,0.0,0.0,0.0,0.12299615941075885,24.429349607632556,93.9290780141844,0.12125009757368492
2016-09-20,Nigeria,lagos,Medium,235.0,2016-09-20,0.5304048192694975,0.4931177508961548,0.0071841598400975,1,4192.712014352211,2554.8813138042633,3332.2890717341274,134158.47564438873,9644583.53180066,1229249.1271896383,2217.5646479465636,9645511.490416056,22109931.97150279,631.6500492783746,228296768.60751733,418618.3042611956,0.0,654946910.9435024,1422227.3750160043,2380296.2986232075,34659805.23060212,37951.14919075789,0.0,151293173.93540052,2398250.217499606,7708301.66694895,40680626.9419287,5623263.305645556,15888.579143418512,274274.89682300104,1514984.612310169,332071.1151970523,1660895.8339373483,1483988431.9156117,20497545.83680016,71896.74657708849,104986.10445352641,1262501.2505799918,3322.163574109343,1.0,0.12075272203326308,25.411227456703816,89.34042553191489,0.12035673796386094
2019-09-04,Nigeria,lagos,High,495.0,2019-09-04,0.5276507640489649,0.6617279805932492,0.0005256702411649,1,4192.712014352211,2554.8813138042633,3332.2890717341274,134158.47564438873,9644583.53180066,1229249.1271896383,2217.5646479465636,9645511.490416056,22109931.97150279,631.6500492783746,228296768.60751733,418618.3042611956,0.0,654946910.9435024,1422227.3750160043,2380296.2986232075,34659805.23060212,37951.14919075789,0.0,151293173.93540052,2398250.217499606,7708301.66694895,40680626.9419287,5623263.305645556,15888.579143418512,274274.89682300104,1514984.612310169,332071.1151970523,1660895.8339373483,1483988431.9156117,20497545.83680016,71896.74657708849,104986.10445352641,1262501.2505799918,3322.163574109343,1.0,0.12075272203326308,25.411227456703816,89.34042553191489,0.12035673796386094
2020-09-24,Nigeria,lagos,Medium,607.0,2020-09-24,0.5496556810539186,0.5385189356609885,0.0055195374403644,1,4192.712014352211,2554.8813138042633,3332.2890717341274,134158.47564438873,9644583.53180066,1229249.1271896383,2217.5646479465636,9645511.490416056,22109931.97150279,631.6500492783746,228296768.60751733,418618.3042611956,0.0,654946910.9435024,1422227.3750160043,2380296.2986232075,34659805.23060212,37951.14919075789,0.0,151293173.93540052,2398250.217499606,7708301.66694895,40680626.9419287,5623263.305645556,15888.579143418512,274274.89682300104,1514984.612310169,332071.1151970523,1660895.8339373483,1483988431.9156117,20497545.83680016,71896.74657708849,104986.10445352641,1262501.2505799918,3322.163574109343,1.0,0.12075272203326308,25.411227456703816,89.34042553191489,0.12035673796386094
2022-08-28,Nigeria,benue,Medium,2604.0,2022-08-28,0.1909392553379421,0.8121192020706314,0.0050814788754377,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447512.725629956,0.0,0.0,0.0,0.0,0.0,66288590.78975105,0.0,0.0,0.0,0.0,0.0,876430.0445850142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312039792.5738999,0.0,0.0,0.0,0.0,0.0,0.0,0.16059799817601486,24.934162085545424,88.98581560283688,0.1549331811870189
2019-11-19,Nigeria,lagos,Medium,0.0,0,0.4752616713439961,0.0,0.0,1,4192.712014352211,2554.8813138042633,3332.2890717341274,134158.47564438873,9644583.53180066,1229249.1271896383,2217.5646479465636,9645511.490416056,22109931.97150279,631.6500492783746,228296768.60751733,418618.3042611956,0.0,654946910.9435024,1422227.3750160043,2380296.2986232075,34659805.23060212,37951.14919075789,0.0,151293173.93540052,2398250.217499606,7708301.66694895,40680626.9419287,5623263.305645556,15888.579143418512,274274.89682300104,1514984.612310169,332071.1151970523,1660895.8339373483,1483988431.9156117,20497545.83680016,71896.74657708849,104986.10445352641,1262501.2505799918,3322.163574109343,1.0,0.12075272203326308,25.411227456703816,89.34042553191489,0.12035673796386094
2020-11-14,Nigeria,bayelsa,Medium,0.0,0,0.4752616713439961,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,796375.2915475649,2450084.7733665407,0.0,1227220.6616242568,86066.53535035341,5952.217431434638,5560263572.125234,0.0,1577821.295059032,0.0,0.0,256.83201525299484,6104369.165029451,0.0,1162569.6044260787,538070.2993804974,10007661.743422879,0.0,0.0,0.0,0.0,0.0,185772990.4665682,192794.8831266831,0.0,0.0,0.0,0.0,0.0,0.09804996646234887,24.357078431644716,93.19858156028369,0.09772248245240675
2015-05-25,Nigeria,lagos,Medium,0.0,0,0.4752616713439961,0.0,0.0,1,4192.712014352211,2554.8813138042633,3332.2890717341274,134158.47564438873,9644583.53180066,1229249.1271896383,2217.5646479465636,9645511.490416056,22109931.97150279,631.6500492783746,228296768.60751733,418618.3042611956,0.0,654946910.9435024,1422227.3750160043,2380296.2986232075,34659805.23060212,37951.14919075789,0.0,151293173.93540052,2398250.217499606,7708301.66694895,40680626.9419287,5623263.305645556,15888.579143418512,274274.89682300104,1514984.612310169,332071.1151970523,1660895.8339373483,1483988431.9156117,20497545.83680016,71896.74657708849,104986.10445352641,1262501.2505799918,3322.163574109343,1.0,0.12075272203326308,25.411227456703816,89.34042553191489,0.12035673796386094
2020-07-25,Nigeria,benue,Medium,0.0,0,0.4752616713439961,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447512.725629956,0.0,0.0,0.0,0.0,0.0,66288590.78975105,0.0,0.0,0.0,0.0,0.0,876430.0445850142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312039792.5738999,0.0,0.0,0.0,0.0,0.0,0.0,0.16059799817601486,24.934162085545424,88.98581560283688,0.1549331811870189
2015-08-10,Nigeria,bayelsa,Medium,2862.0,2015-08-10,0.2896173223688532,0.6033764714800895,0.0008761170563592,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,796375.2915475649,2450084.7733665407,0.0,1227220.6616242568,86066.53535035341,5952.217431434638,5560263572.125234,0.0,1577821.295059032,0.0,0.0,256.83201525299484,6104369.165029451,0.0,1162569.6044260787,538070.2993804974,10007661.743422879,0.0,0.0,0.0,0.0,0.0,185772990.4665682,192794.8831266831,0.0,0.0,0.0,0.0,0.0,0.09804996646234887,24.357078431644716,93.19858156028369,0.09772248245240675
2022-05-17,Nigeria,lagos,Medium,0.0,0,0.4752616713439961,0.0,0.0,1,4192.712014352211,2554.8813138042633,3332.2890717341274,134158.47564438873,9644583.53180066,1229249.1271896383,2217.5646479465636,9645511.490416056,22109931.97150279,631.6500492783746,228296768.60751733,418618.3042611956,0.0,654946910.9435024,1422227.3750160043,2380296.2986232075,34659805.23060212,37951.14919075789,0.0,151293173.93540052,2398250.217499606,7708301.66694895,40680626.9419287,5623263.305645556,15888.579143418512,274274.89682300104,1514984.612310169,332071.1151970523,1660895.8339373483,1483988431.9156117,20497545.83680016,71896.74657708849,104986.10445352641,1262501.2505799918,3322.163574109343,1.0,0.12075272203326308,25.411227456703816,89.34042553191489,0.12035673796386094
2021-08-15,Nigeria,lagos,Medium,659.0,2021-08-15,0.5369044978840902,0.4138397643465925,0.0075346067287859,1,4192.712014352211,2554.8813138042633,3332.2890717341274,134158.47564438873,9644583.53180066,1229249.1271896383,2217.5646479465636,9645511.490416056,22109931.97150279,631.6500492783746,228296768.60751733,418618.3042611956,0.0,654946910.9435024,1422227.3750160043,2380296.2986232075,34659805.23060212,37951.14919075789,0.0,151293173.93540052,2398250.217499606,7708301.66694895,40680626.9419287,5623263.305645556,15888.579143418512,274274.89682300104,1514984.612310169,332071.1151970523,1660895.8339373483,1483988431.9156117,20497545.83680016,71896.74657708849,104986.10445352641,1262501.2505799918,3322.163574109343,1.0,0.12075272203326308,25.411227456703816,89.34042553191489,0.12035673796386094
2019-03-28,Nigeria,rivers,High,0.0,0,0.4752616713439961,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10401068.096641954,0.0,0.0,0.0,0.0,0.0,8628840093.912819,0.0,0.0,0.0,0.0,0.0,137251923.65312213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2751959447.27503,0.0,0.0,0.0,0.0,0.0,0.0,0.12299615941075885,24.429349607632556,93.9290780141844,0.12125009757368492
2020-09-28,Nigeria,lagos,Medium,611.0,2020-09-28,0.5403471233129524,0.5803996144640946,0.0045558086342728,1,4192.712014352211,2554.8813138042633,3332.2890717341274,134158.47564438873,9644583.53180066,1229249.1271896383,2217.5646479465636,9645511.490416056,22109931.97150279,631.6500492783746,228296768.60751733,418618.3042611956,0.0,654946910.9435024,1422227.3750160043,2380296.2986232075,34659805.23060212,37951.14919075789,0.0,151293173.93540052,2398250.217499606,7708301.66694895,40680626.9419287,5623263.305645556,15888.579143418512,274274.89682300104,1514984.612310169,332071.1151970523,1660895.8339373483,1483988431.9156117,20497545.83680016,71896.74657708849,104986.10445352641,1262501.2505799918,3322.163574109343,1.0,0.12075272203326308,25.411227456703816,89.34042553191489,0.12035673796386094
2023-02-07,Nigeria,lagos,High,0.0,0,0.4752616713439961,0.0,0.0,1,4192.712014352211,2554.8813138042633,3332.2890717341274,134158.47564438873,9644583.53180066,1229249.1271896383,2217.5646479465636,9645511.490416056,22109931.97150279,631.6500492783746,228296768.60751733,418618.3042611956,0.0,654946910.9435024,1422227.3750160043,2380296.2986232075,34659805.23060212,37951.14919075789,0.0,151293173.93540052,2398250.217499606,7708301.66694895,40680626.9419287,5623263.305645556,15888.579143418512,274274.89682300104,1514984.612310169,332071.1151970523,1660895.8339373483,1483988431.9156117,20497545.83680016,71896.74657708849,104986.10445352641,1262501.2505799918,3322.163574109343,1.0,0.12075272203326308,25.411227456703816,89.34042553191489,0.12035673796386094
2019-08-15,Nigeria,rivers,High,1395.0,2019-08-15,0.3360506888747858,0.702359782973609,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10401068.096641954,0.0,0.0,0.0,0.0,0.0,8628840093.912819,0.0,0.0,0.0,0.0,0.0,137251923.65312213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2751959447.27503,0.0,0.0,0.0,0.0,0.0,0.0,0.12299615941075885,24.429349607632556,93.9290780141844,0.12125009757368492
2017-12-13,Nigeria,lagos,Medium,0.0,0,0.4752616713439961,0.0,0.0,1,4192.712014352211,2554.8813138042633,3332.2890717341274,134158.47564438873,9644583.53180066,1229249.1271896383,2217.5646479465636,9645511.490416056,22109931.97150279,631.6500492783746,228296768.60751733,418618.3042611956,0.0,654946910.9435024,1422227.3750160043,2380296.2986232075,34659805.23060212,37951.14919075789,0.0,151293173.93540052,2398250.217499606,7708301.66694895,40680626.9419287,5623263.305645556,15888.579143418512,274274.89682300104,1514984.612310169,332071.1151970523,1660895.8339373483,1483988431.9156117,20497545.83680016,71896.74657708849,104986.10445352641,1262501.2505799918,3322.163574109343,1.0,0.12075272203326308,25.411227456703816,89.34042553191489,0.12035673796386094
2021-09-21,Nigeria,rivers,Medium,1616.0,2021-09-21,0.4635363494904423,0.8076966395564176,0.0868231992636339,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10401068.096641954,0.0,0.0,0.0,0.0,0.0,8628840093.912819,0.0,0.0,0.0,0.0,0.0,137251923.65312213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2751959447.27503,0.0,0.0,0.0,0.0,0.0,0.0,0.12299615941075885,24.429349607632556,93.9290780141844,0.12125009757368492
2021-08-16,Nigeria,benue,Medium,2500.0,2021-08-16,0.5129717196634855,0.702690087611952,0.1966882747062614,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447512.725629956,0.0,0.0,0.0,0.0,0.0,66288590.78975105,0.0,0.0,0.0,0.0,0.0,876430.0445850142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312039792.5738999,0.0,0.0,0.0,0.0,0.0,0.0,0.16059799817601486,24.934162085545424,88.98581560283688,0.1549331811870189
2020-03-25,Nigeria,rivers,Medium,0.0,0,0.4752616713439961,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10401068.096641954,0.0,0.0,0.0,0.0,0.0,8628840093.912819,0.0,0.0,0.0,0.0,0.0,137251923.65312213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2751959447.27503,0.0,0.0,0.0,0.0,0.0,0.0,0.12299615941075885,24.429349607632556,93.9290780141844,0.12125009757368492
2015-06-09,Nigeria,lagos,High,0.0,0,0.4752616713439961,0.0,0.0,1,4192.712014352211,2554.8813138042633,3332.2890717341274,134158.47564438873,9644583.53180066,1229249.1271896383,2217.5646479465636,9645511.490416056,22109931.97150279,631.6500492783746,228296768.60751733,418618.3042611956,0.0,654946910.9435024,1422227.3750160043,2380296.2986232075,34659805.23060212,37951.14919075789,0.0,151293173.93540052,2398250.217499606,7708301.66694895,40680626.9419287,5623263.305645556,15888.579143418512,274274.89682300104,1514984.612310169,332071.1151970523,1660895.8339373483,1483988431.9156117,20497545.83680016,71896.74657708849,104986.10445352641,1262501.2505799918,3322.163574109343,1.0,0.12075272203326308,25.411227456703816,89.34042553191489,0.12035673796386094
2018-05-12,Nigeria,lagos,High,0.0,0,0.4752616713439961,0.0,0.0,1,4192.712014352211,2554.8813138042633,3332.2890717341274,134158.47564438873,9644583.53180066,1229249.1271896383,2217.5646479465636,9645511.490416056,22109931.97150279,631.6500492783746,228296768.60751733,418618.3042611956,0.0,654946910.9435024,1422227.3750160043,2380296.2986232075,34659805.23060212,37951.14919075789,0.0,151293173.93540052,2398250.217499606,7708301.66694895,40680626.9419287,5623263.305645556,15888.579143418512,274274.89682300104,1514984.612310169,332071.1151970523,1660895.8339373483,1483988431.9156117,20497545.83680016,71896.74657708849,104986.10445352641,1262501.2505799918,3322.163574109343,1.0,0.12075272203326308,25.411227456703816,89.34042553191489,0.12035673796386094
2017-03-21,Nigeria,lagos,Medium,0.0,0,0.4752616713439961,0.0,0.0,1,4192.712014352211,2554.8813138042633,3332.2890717341274,134158.47564438873,9644583.53180066,1229249.1271896383,2217.5646479465636,9645511.490416056,22109931.97150279,631.6500492783746,228296768.60751733,418618.3042611956,0.0,654946910.9435024,1422227.3750160043,2380296.2986232075,34659805.23060212,37951.14919075789,0.0,151293173.93540052,2398250.217499606,7708301.66694895,40680626.9419287,5623263.305645556,15888.579143418512,274274.89682300104,1514984.612310169,332071.1151970523,1660895.8339373483,1483988431.9156117,20497545.83680016,71896.74657708849,104986.10445352641,1262501.2505799918,3322.163574109343,1.0,0.12075272203326308,25.411227456703816,89.34042553191489,0.12035673796386094
2020-05-27,Nigeria,rivers,Medium,0.0,0,0.4752616713439961,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10401068.096641954,0.0,0.0,0.0,0.0,0.0,8628840093.912819,0.0,0.0,0.0,0.0,0.0,137251923.65312213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2751959447.27503,0.0,0.0,0.0,0.0,0.0,0.0,0.12299615941075885,24.429349607632556,93.9290780141844,0.12125009757368492
2015-06-02,Nigeria,lagos,Medium,0.0,0,0.4752616713439961,0.0,0.0,1,4192.712014352211,2554.8813138042633,3332.2890717341274,134158.47564438873,9644583.53180066,1229249.1271896383,2217.5646479465636,9645511.490416056,22109931.97150279,631.6500492783746,228296768.60751733,418618.3042611956,0.0,654946910.9435024,1422227.3750160043,2380296.2986232075,34659805.23060212,37951.14919075789,0.0,151293173.93540052,2398250.217499606,7708301.66694895,40680626.9419287,5623263.305645556,15888.579143418512,274274.89682300104,1514984.612310169,332071.1151970523,1660895.8339373483,1483988431.9156117,20497545.83680016,71896.74657708849,104986.10445352641,1262501.2505799918,3322.163574109343,1.0,0.12075272203326308,25.411227456703816,89.34042553191489,0.12035673796386094
2021-05-06,Nigeria,rivers,Medium,0.0,0,0.4752616713439961,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10401068.096641954,0.0,0.0,0.0,0.0,0.0,8628840093.912819,0.0,0.0,0.0,0.0,0.0,137251923.65312213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2751959447.27503,0.0,0.0,0.0,0.0,0.0,0.0,0.12299615941075885,24.429349607632556,93.9290780141844,0.12125009757368492
2017-08-28,Nigeria,benue,High,2144.0,2017-08-28,0.1486368588564186,0.8762819610348833,0.0599264071253339,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,447512.725629956,0.0,0.0,0.0,0.0,0.0,66288590.78975105,0.0,0.0,0.0,0.0,0.0,876430.0445850142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,312039792.5738999,0.0,0.0,0.0,0.0,0.0,0.0,0.16059799817601486,24.934162085545424,88.98581560283688,0.1549331811870189
2021-04-15,Nigeria,lagos,Medium,0.0,0,0.4752616713439961,0.0,0.0,1,4192.712014352211,2554.8813138042633,3332.2890717341274,134158.47564438873,9644583.53180066,1229249.1271896383,2217.5646479465636,9645511.490416056,22109931.97150279,631.6500492783746,228296768.60751733,418618.3042611956,0.0,654946910.9435024,1422227.3750160043,2380296.2986232075,34659805.23060212,37951.14919075789,0.0,151293173.93540052,2398250.217499606,7708301.66694895,40680626.9419287,5623263.305645556,15888.579143418512,274274.89682300104,1514984.612310169,332071.1151970523,1660895.8339373483,1483988431.9156117,20497545.83680016,71896.74657708849,104986.10445352641,1262501.2505799918,3322.163574109343,1.0,0.12075272203326308,25.411227456703816,89.34042553191489,0.12035673796386094
